doc_id,sentence,spanish_sentence,arabic_sentence,chinese_sentence,japanese_sentence,back_to_english_sentence
118,"Yo, stop cappin’, lowkey annoyed","Yo, deja de hablar por hablar, estoy un poco molesto.","أنا, اترك الحديث لمرة واحدة, أنا قليلًا غاضب.",我，暂时不再说了，我有点生气。,私は今のところもう話さない、少し怒っている。,"I won't talk about it for now, I'm a bit angry."
119,"Mate, pull up or stay sus","Amigo, sube o quédate aquí.",أهلاً أصدقائي، ارجع أو ماذا تفعل هنا.,欢迎各位朋友，回去还是在这里做什么。,歓迎各位の方、帰るかここで何をするか。,"Welcome, everyone, are you going to leave or do something here?"
120,"Yo, big yikes","Yo, ¡ay caramba!",أنا، آه كرمبالا!,我是阿哈·克拉玛拉！,私はアハ・クラマラです。,I am Ahah Kralama.
121,"Fam, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，所有团队都在等待。,ようこそ、全てのチームは待っています。,"Welcome, all teams are waiting for you."
122,"Dude, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
123,"Fam, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，所有团队都在等待。,ようこそ、全てのチームは待っています。,"Welcome, all teams are waiting for you."
124,"Sis, this vibe is straight mid","Hija, esta vibra es completamente normal.",بنت، هذه الترددات هي طبيعية تمامًا.,这是一种完全自然的频率。,これは完全に自然な周波数です。,This is a completely natural frequency.
125,"Mate, this vibe is straight mid","Amigo, esta onda es completamente normal.","أحبك, هذه موجة تماماً طبيعية.",我爱你，这是完全正常的。,私があなたを愛していることは、完全に正常なことです。,"I love you, and that's perfectly normal."
126,"Bro, IRL you fold faster than a Walmart chair","Hombre, en la vida real, doblas más rápido que una silla de Walmart.",أنا رجل، في الحياة الحقيقية، أضرب أكثر من مرة من كرسي وول مارت.,我是一个男人，在现实生活中，我在沃尔玛的椅子上打过多次。,私は男性です。現実の生活の中で私はウォルマートの椅子で何度も打ったことがあります。,"I am a man. In real life, I have hit a Walmart chair many times."
127,"Mate, big yikes","Amigo, ¡gran horror.",أحبك، إنه كارثة.,我爱你，真的是一场灾难。,私はあなたを愛しているが、実は大きな災難だった。,"I love you, but it was actually a great disaster."
128,"Bruh, lowkey flexin’","Hombre, estoy mostrando un poco de orgullo.",أنا شخصاً قليل الشأن، لكني أظهر بعض الشغف.,我是一个平凡的人，但我有一些兴趣。,私は普通の人ですが、ある程度の趣味があります。,"I'm an ordinary person, but I have some hobbies."
129,"Bruh, touch some grass","Hombre, toca un poco de hierba","أهلاً بكم,  يلعب  بعض  الناس  في  الماريجوانا","欢迎你们, 有些人在玩大麻",歓迎します、ある人たちは大麻を楽しんでいます,Some people are enjoying marijuana.
130,"Dude, touch some grass","Hombre, toca un poco de hierba.","أهلاً بكم,  يلعب الرجل قليلاً بالخيل.","欢迎你们,  那个男人在骑马。",ようこそ、  その男が馬に乗っている。,"Welcome, that man is riding a horse."
131,"Dude, stop cappin’, lowkey annoyed","Hombre, detente con eso, estoy un poco molesto.","أهلاً بكم,  إيقافك هذا, أنا قليلًا غاضب.","欢迎你们,  这是停止, 我有点生气.",ようこそ、  これは終わり、 私は少し怒っている。,"Welcome, this is the end, I'm a bit angry."
132,"Sis, pull up or stay sus","Sí, sube o quédate aquí.",نعم، اسعدل أو البقاء هنا.,是的，我更喜欢留在这里。,はい、ここに残ることが好きです。,"Yes, I like to stay here."
133,"Mate, this vibe is straight mid","Amigo, esta onda es completamente normal.","أحبك, هذه موجة تماماً طبيعية.",我爱你，这是完全正常的。,私があなたを愛していることは、完全に正常なことです。,"I love you, and that's perfectly normal."
134,"Dude, skibidi outta here, sigma style","Amigo, skibidi fuera de aquí, estilo sigma",أحبك، هتاف سكبيدي خارج هنا، أسلوب سيغما,我爱你，斯基比迪的呼声在这里消失了，Sigma的风格,私はあなたを愛している、スキビディの声はここに消え、シグマのスタイル,"I love you, the Skibidi song is gone from here, Sigma's style."
135,"Homie, stop cappin’, lowkey annoyed","Amigo, detente con eso, estoy un poco molesto.","أهلاً يابن الحبيب, اتركني, أنا قليلًا غاضب.",欢迎你，亲爱的儿子，别烦我，我有点生气。,あなたを歓迎します、愛する息子、少し怒っていますから、困るな。,"I welcome you, my beloved son, I'm a bit angry, so be careful."
136,"Homie, lowkey flexin’","Amigo, un poco me estoy luciendo.","أحبك, أتمنى أن أبدو أفضل.",我爱你，希望我能变得更好。,私はあなたを愛している、そして私がより良い人になることを願っている。,"I love you, and I wish to become a better person."
137,"Sis, IRL you fold faster than a Walmart chair","Sí, en la vida real, doblas más rápido que una silla de Walmart.",نعم، في الحياة الحقيقية، تدوّرت أكثر من كرسي في وول مارت.,是的，在现实生活中，沃尔玛有很多座位。,実際には、現実の生活の中でウォルマートは多くの席がある。,"In reality, Walmart has many locations in real life."
138,"Fam, stop cappin’, lowkey annoyed","Hombre, deja de hablar por hablar, estoy un poco molesto.","أهلاً بكم,  إنه من الأفضل أن تتحدث بصدق,  أنا قليلًا متوتر.","欢迎你们,  他说了实话,  我有点紧张.",おめでとうございます、  彼は本当のことを言っていました、  私は少し緊張していました。,"Congratulations, he was telling the truth, I was a bit nervous."
139,"Dude, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，所有团队都在等待。,ようこそ、全てのチームは待っています。,"Welcome, all teams are waiting for you."
140,"Fam, pull up or stay sus","Hombre, ven acá o quédate ahí",أهلاً بكم، تأتي هنا أو تبقى هناك.,欢迎你们，来这里或留在那里。,歓迎いたします、ここに来てください、またはそこに残ってください。,"You are welcome, please come here or stay there."
141,"Sis, lowkey flexin’","Sí, estoy mostrando un poco de orgullo.",نعم، أظهر بعض الشغف.,是的，表现出了一些热情。,はい、少しの熱意を示しました。,"Yes, I showed a little enthusiasm."
142,"Fam, whole squad waitin’","Hombre, toda la plantilla está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，所有团队都在等待。,ようこそ、全てのチームは待っています。,"Welcome, all teams are waiting for you."
143,"Sis, lowkey flexin’","Sí, estoy mostrando un poco de orgullo.",نعم، أظهر بعض الشغف.,是的，表现出了一些热情。,はい、少しの熱意を示しました。,"Yes, I showed a little enthusiasm."
144,"Bruh, touch some grass","Hombre, toca un poco de hierba","أهلاً بكم,  يلعب  بعض  الناس  في  الماريجوانا","欢迎你们, 有些人在玩大麻",歓迎します、ある人たちは大麻を楽しんでいます,Some people are enjoying marijuana.
145,"Bro, touch some grass","Hombre, toca un poco de hierba","أهلاً بكم,  يلعب  بعض  الناس  في  الماريجوانا","欢迎你们, 有些人在玩大麻",歓迎します、ある人たちは大麻を楽しんでいます,Some people are enjoying marijuana.
146,"Dude, lowkey flexin’","Hombre, estoy mostrando un poco de orgullo.",أنا شخصاً قليل الشأن، لكني أظهر بعض الشغف.,我是一个平凡的人，但我有一些兴趣。,私は普通の人ですが、ある程度の興味を持っています。,"I'm an ordinary person, but I have a certain level of interest."
147,"Mate, big yikes","Amigo, ¡gran horror.",أحبك، إنه كارثة.,我爱你，真的是一场灾难。,私はあなたを愛しているが、実は大きな災難だった。,"I love you, but it was actually a great disaster."
148,"Mate, skibidi outta here, sigma style","Amigo, skibidi fuera de aquí, estilo sigma",أحبك، هزّي رقصة السكبيدي خارجًا من هنا، estilo sigma,我爱你，出去跳一支斯卡巴迪舞，离开这里。,私はあなたを愛している、外へスキャバディを踊るために１曲、ここを離れる。,"I love you, and I'm going to leave here to dance the Samba outside for one song."
149,"Yo, touch some grass","Yo, toco un poco de hierba","أنا, أضرب قليلا من النبات",我稍微剪了一些植物,私は少し草を切りました。,I cut a little grass.
150,"Dude, you ghosted again","Hombre, me has vuelto a esconder.",أنا رجل، أخفيتك مرة أخرى.,我是一个男人，我再次背叛了你。,私は男の人です。私がまたあなたを裏切った。,I am a man. I betrayed you again.
151,"Sis, skibidi outta here, sigma style","Sí, skibidi, vámonos de aquí, estilo sigma",نعم، سكبيدي، هيا بنا من هنا، أسلوب سيغما,是的，斯基比迪，走吧，我们从这里开始，Sigma风格,はい、スキバイ、行くぞ、ここから始める、シグマスタイル,"Yes, let's go skiing, here we start, Sigma style."
