sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset
nick: yo son you got a cigarette? ryan: yea sure man nick: you got a light? ryan: yea man nick: you got any gum? ryan: calm down you crumblet,crumblet,slang,lm_lexicon_slang,1,0,133,141
look at that big pussy bill gill's ovaries,ovaries,slang,lm_lexicon_slang,1,0,35,42
hey jon stop being a d-head,d-head,slang,lm_lexicon_slang,0,1,21,27
"man #1= holy shit, i hope the girl i just had an alabama crapdangle with is legal",alabama crapdangle,slang,lm_lexicon_slang,0,1,49,67
i was trying to find some babes but i kept seeing guys beating their meat on chatroulette,chatroulette,slang,lm_lexicon_slang,1,0,77,89
"""hey, he wears black and spikes, hes such a freak ""yes, we're freaks, now get out of our marylin manson forum",freak,slang,lm_lexicon_slang,1,0,44,49
your such a biznach sally,biznach,slang,lm_lexicon_slang,1,0,12,19
the orangerange preceded winter's frost,orangerange,slang,lm_lexicon_slang,1,0,4,15
"hurry, man, i got to take a huge nuest",nuest,slang,lm_lexicon_slang,1,0,33,38
it sucks to be a genius because stupid people are happy people,genius,slang,lm_lexicon_slang,1,0,17,23
"i,m logging off now 1701 till we meet again",1701,slang,lm_lexicon_slang,1,0,20,24
"flg the archpirate is known for his obsession with time-horizons theory, platonic dialogues, and object sex, not necessarily in that order",archpirate,slang,lm_lexicon_slang,1,0,8,18
anoush hag is a douchebag,anoush hag,slang,lm_lexicon_slang,0,1,0,10
oxide is such a yeany b00nling,b00nling,slang,lm_lexicon_slang,1,0,22,30
"whenever chelsea plays soccer her hair doesn't move, yeah it's that lego hair",lego hair,slang,lm_lexicon_slang,0,1,68,77
"daniel : homies, i going on a club run tommorrow",club run,slang,lm_lexicon_slang,0,1,30,38
larry stylinson is fucking fake,larry stylinson,slang,lm_lexicon_slang,0,1,0,15
"tom: 'what a lovely dandy borehole you have there, phil",dandy borehole,slang,lm_lexicon_slang,0,1,20,34
bloody powerpoints run all the 7-11's,powerpoints,slang,lm_lexicon_slang,1,0,7,18
you look like a real afro engineer with all that duct tape on your car,afro engineer,slang,lm_lexicon_slang,0,1,21,34
i am blogcked,blogcked,slang,lm_lexicon_slang,1,0,5,13
teacher: i sent darren home yesterday for having a bad twattitude,bad twattitude,slang,lm_lexicon_slang,0,1,51,65
that guy is such a barrelet,barrelet,slang,lm_lexicon_slang,1,0,19,27
"there goes christina shes so hot, to bad she was the main attraction at the brodeo the other night",brodeo,slang,lm_lexicon_slang,1,0,76,82
i like bush bashing because i'm a moron who thinks he's our king,bush bashing,slang,lm_lexicon_slang,0,1,7,19
"i tried to leave the message board, but 12-time disease got the best of me and i continued posting lambeau pics after i said i was leaving -nm",12-time disease,slang,lm_lexicon_slang,0,1,40,55
you are a fucking lazy ass bum,lazy ass,slang,lm_lexicon_slang,0,1,18,26
"if i see her, i'd want her to be a corina",corina,slang,lm_lexicon_slang,1,0,35,41
"hey bob, you think that cindy's little miss sweet apple pie, but i heard she's a real dickshunnary",dickshunnary,slang,lm_lexicon_slang,1,0,86,98
i was headed for the restroom when i got hit by the crippler and almost shit my pants,crippler,slang,lm_lexicon_slang,1,0,52,60
"""that brobot has a retractablel penis ""a naked brobot is just a robot",brobot,slang,lm_lexicon_slang,1,0,6,12
fast food is almost the single-worst thing a person can injest in their body,fast food,slang,lm_lexicon_slang,0,1,0,9
"stacie: omg guys i had 1 drink, 1 smoke, and i kissed a girl, i am so high/drunk/gay right now jared: she really should stop billboarding",billboarding,slang,lm_lexicon_slang,1,0,125,137
jessica is a bit of a 40010,40010,slang,lm_lexicon_slang,1,0,22,27
"yo dude, get deals with jen, she's a babe",deals,slang,lm_lexicon_slang,1,0,13,18
"ooooooww, i just love gettin me some big assrocket",assrocket,slang,lm_lexicon_slang,1,0,41,50
"""i like them checky chooze there checky ""translation"" i like them sexy shoes there sexy",checky chooze,slang,lm_lexicon_slang,0,1,13,26
"look at chad hanging out with the chess club, he's such a dorkis",dorkis,slang,lm_lexicon_slang,1,0,58,64
"she banged my best friend, so i gave her a nik",nik,slang,lm_lexicon_slang,1,0,43,46
john was being a real dick burger today,dick burger,slang,lm_lexicon_slang,0,1,22,33
last night i asked denise to give me a butt wow,butt wow,slang,lm_lexicon_slang,0,1,39,47
"wow, guys, im too confucked to do anything else",confucked,slang,lm_lexicon_slang,1,0,18,27
i'm so confucked of what just happened,confucked,slang,lm_lexicon_slang,1,0,7,16
"yo, that chick has an ass so fat i wanna give her the old cherrylou",cherrylou,slang,lm_lexicon_slang,1,0,58,67
she is so aakshi i could die,aakshi,slang,lm_lexicon_slang,1,0,10,16
little jimmy ate a box of chessy bread,chessy bread,slang,lm_lexicon_slang,0,1,26,38
"man, i got brutally wasted at that abb party last night",abb party,slang,lm_lexicon_slang,0,1,35,44
"macho man and the hulk, though excellent individual professional wrestlers, were an impressive tag team that made short work of their opponents",tag team,slang,lm_lexicon_slang,0,1,95,103
"""somebody ""like""'d my status update, so i will find something to ""like"" on their page, thus like reciprocation",like reciprocation,slang,lm_lexicon_slang,0,1,92,110
"""russian anecdote about what describes kruschev quite accurately a football match held between usa and ussr",kruschev,slang,lm_lexicon_slang,1,0,39,47
smiefs mom had a boston bean shooter when he was born,boston bean shooter,slang,lm_lexicon_slang,0,1,17,36
"she's not just a bitch, she's such a buntch",buntch,slang,lm_lexicon_slang,1,0,37,43
this dumbass cybercunt just posted her ip openly in the main chat window,cybercunt,slang,lm_lexicon_slang,1,0,13,22
he said that really funnily,funnily,slang,lm_lexicon_slang,1,0,20,27
keivon will bok your chicken for a dollar,bok your chicken,slang,lm_lexicon_slang,0,1,12,28
fetina is a wonderful wife,fetina,slang,lm_lexicon_slang,1,0,0,6
1:hi freak 2:what 1:i said hi freak 2:shut up you bum ed,bum ed,slang,lm_lexicon_slang,0,1,50,56
courtney taylor-taylor wrote the song: bohemian like you,courtney taylor-taylor,slang,lm_lexicon_slang,0,1,0,22
have you seen dicksnag today? he was bothering me to get that project done,dicksnag,slang,lm_lexicon_slang,1,0,14,22
i've been working all week it's all cheving money,cheving money,slang,lm_lexicon_slang,0,1,36,49
that guy is such a cradlerobber,cradlerobber,slang,lm_lexicon_slang,1,0,19,31
"now that i got my new playstation, my only problem is boner fatigue",boner fatigue,slang,lm_lexicon_slang,0,1,54,67
"""boy: hey you have a boyfriend? girl: yeah, but we're in an open relationship",open relationship,slang,lm_lexicon_slang,0,1,60,77
"woah, that's a stinky anaconda i just laid down",anaconda,slang,lm_lexicon_slang,1,0,22,30
jeff beck is such a beckrod,beckrod,slang,lm_lexicon_slang,1,0,20,27
"another way to express the term infinite is, ape laying down on its side",ape laying down on its side,slang,lm_lexicon_slang,0,1,45,72
stfu you adiewoo,adiewoo,slang,lm_lexicon_slang,1,0,9,16
"oops, we chose a place next to the bead suckers",bead suckers,slang,lm_lexicon_slang,0,1,35,47
my girlfriend wants the deat,deat,slang,lm_lexicon_slang,1,0,24,28
this fuckin party is hard times,hard times,slang,lm_lexicon_slang,0,1,21,31
"""johnny: ""don't you still work at johnny's?"" bill: ""nah, i'm getting done",getting done,slang,lm_lexicon_slang,0,1,61,73
i love you sooooo much chopchop,chopchop,slang,lm_lexicon_slang,1,0,23,31
a person a school is a cowpie,cowpie,slang,lm_lexicon_slang,1,0,23,29
that man is a jew mike hawkins quit being a jew and give me a dollar please,a jew,slang,lm_lexicon_slang,0,1,12,17
she wore what?--she be lunching,lunching,slang,lm_lexicon_slang,1,0,23,31
twinkle and chubbins,chubbins,slang,lm_lexicon_slang,1,0,12,20
jason just three finger attack ed me while i was going up the stairs in front of him,three finger attack,slang,lm_lexicon_slang,0,1,11,30
"i'm so sorry you didn't get my direct message, i'm in dm jail :(",dm jail,slang,lm_lexicon_slang,0,1,54,61
"slow down there are hypos everywhere, bitch",hypos,slang,lm_lexicon_slang,1,0,20,25
a veterans rugby team enjoyed a beaver bang,beaver bang,slang,lm_lexicon_slang,0,1,32,43
goozales is ugly,goozales,slang,lm_lexicon_slang,1,0,0,8
it only takes me five minutes to get from the 43 bus stop to the office if i grab a borisbike,borisbike,slang,lm_lexicon_slang,1,0,84,93
"tom: hey vic whats up with justin? victor: oh yeah, he's been mad cocktimistic lately",cocktimistic,slang,lm_lexicon_slang,1,0,66,78
my girl's on the rag so i totally ate at the crimson buffet,crimson buffet,slang,lm_lexicon_slang,0,1,45,59
fuck off you arsetroll,arsetroll,slang,lm_lexicon_slang,1,0,13,22
that broad is probably ragging it this week; i can feel the cuntosity in the air,cuntosity,slang,lm_lexicon_slang,1,0,60,69
i'm not going out tonight with all this flabble,flabble,slang,lm_lexicon_slang,1,0,40,47
"freudian literary criticism is pretty useless, to be honest; eventually they stop talking about literature entirely, in favor of pointless brainwanking",brainwanking,slang,lm_lexicon_slang,1,0,139,151
gape the womans ass and then shit in it then come on her shitty gaping hole thus being an alaskan hot pocket,alaskan hot pocket,slang,lm_lexicon_slang,0,1,90,108
"hey ben, get some uncy brendan's into your pussywhipped lungs",uncy brendan's,slang,lm_lexicon_slang,0,1,18,32
person 1: what are you up to tonight? person 2: oh so and so called me i have to go bust some chops,bust some chops,slang,lm_lexicon_slang,0,1,84,99
i love guys and i hope one day i'll find one who doesn't think about sex every seven seconds,guys,slang,lm_lexicon_slang,1,0,7,11
"omgz, did you see that guy, he's such a basit",basit,slang,lm_lexicon_slang,1,0,40,45
"1) joe never [shave]s his [dick], therefore he has jungle dick",jungle dick,slang,lm_lexicon_slang,0,1,51,62
123 pleasent street was jumpin with the 304 reconz last week,304 reconz,slang,lm_lexicon_slang,0,1,40,50
my four years at wheaton college were the best of my life,wheaton college,slang,lm_lexicon_slang,0,1,17,32
"i'm hungry, let's go kaukau",kaukau,slang,lm_lexicon_slang,1,0,21,27
"(arriving at lunch line) lynn: dude, afp",afp,slang,lm_lexicon_slang,1,0,37,40
boy: hey girl: hi boy: want to make out? girl: barbal boy: alright i'll go with that,barbal,slang,lm_lexicon_slang,1,0,47,53
fabrizio is funny :3,fabrizio,slang,lm_lexicon_slang,1,0,0,8
"kate: hey josh, i see a dingle berry hanging out of your ass",dingle berry,slang,lm_lexicon_slang,0,1,24,36
you're a total bung hole,bung hole,slang,lm_lexicon_slang,0,1,15,24
infuser is a chode monkey,chode monkey,slang,lm_lexicon_slang,0,1,13,25
please don't cagle the dressing on that sandwich,cagle,slang,lm_lexicon_slang,1,0,13,18
"that woman is anorexic, she doesnt even have a little poodglin",poodglin,slang,lm_lexicon_slang,1,0,54,62
that e coli comes from poop,e coli,slang,lm_lexicon_slang,0,1,5,11
"'that's a nice belgian latte i just made you there, honey'",belgian latte,slang,lm_lexicon_slang,0,1,15,28
sound of machine gun budda budda,budda budda,slang,lm_lexicon_slang,0,1,21,32
her afterglow was immense,afterglow,slang,lm_lexicon_slang,1,0,4,13
"oi u bladrin is wastin ur time cotchin here, the brey we had beef with has legged it",bladrin,slang,lm_lexicon_slang,1,0,5,12
that girl in is definately ain,ain,slang,lm_lexicon_slang,1,0,27,30
regina george is the alphagina in mean girls,alphagina,slang,lm_lexicon_slang,1,0,21,30
you know what you are? you're a gobber,gobber,slang,lm_lexicon_slang,1,0,32,38
"f*** u, pig",f***,slang,lm_lexicon_slang,1,0,0,4
"dude, let's go play some airsoft",airsoft,slang,lm_lexicon_slang,1,0,25,32
"the mall's all boarded up now, that's crappie",crappie,slang,lm_lexicon_slang,1,0,38,45
if a nigga walk up to u and talk shit u say catch the street,catch the street,slang,lm_lexicon_slang,0,1,44,60
why does brad always have to be a dickeater when there is an group of people because he is a fucking dickeater,dickeater,slang,lm_lexicon_slang,1,0,34,43
"user 1: >greentext user 1: autism user 1: forced memes user 2: god, you're such a chanfag",chanfag,slang,lm_lexicon_slang,1,0,82,89
"oh my gosh, i just finished mounting my raid, and it is so good i just had a linuxgasm",linuxgasm,slang,lm_lexicon_slang,1,0,77,86
she is loud talking on her cell phone so you will feel sorry for her,loud talking,slang,lm_lexicon_slang,0,1,7,19
"normal college kid 1: hey bro, what are you listening to? normal college kid 2: oh, just some dave matthews band",dave matthews band,slang,lm_lexicon_slang,0,1,94,112
"the bacteria is ready, feather the pipette",feather,slang,lm_lexicon_slang,1,0,23,30
"omg, it's a bread o'saurus rex",bread o'saurus rex,slang,lm_lexicon_slang,0,1,12,30
man your bufugly,bufugly,slang,lm_lexicon_slang,1,0,9,16
u need some bo buster,bo buster,slang,lm_lexicon_slang,0,1,12,21
chriiis is the most ballerest person i know,ballerest,slang,lm_lexicon_slang,1,0,20,29
"wow, casey looks like a blegro today",blegro,slang,lm_lexicon_slang,1,0,24,30
gouge vomit burn is the def,def,slang,lm_lexicon_slang,1,0,24,27
"katie, do the buck tooth monkey face",buck tooth monkey,slang,lm_lexicon_slang,0,1,14,31
"omg , i banged this alynne last night",alynne,slang,lm_lexicon_slang,1,0,20,26
"""gary from howard stern says,""in the china doll porn, she bends over and there was a ton of assne",assne,slang,lm_lexicon_slang,1,0,92,97
"damn, check out that assne on that volleyball player",assne,slang,lm_lexicon_slang,1,0,21,26
get away it's dauvion,dauvion,slang,lm_lexicon_slang,1,0,14,21
"my bro did that ass crack hash the other week, damn i couldn't get near him from the smell of his breathe",ass crack hash,slang,lm_lexicon_slang,0,1,16,30
healthy life [bro],healthy,slang,lm_lexicon_slang,1,0,0,7
you can't fade it,can't fade it,slang,lm_lexicon_slang,0,1,4,17
"scott here has been my brohah through thick and thin, so i always got his back",brohah,slang,lm_lexicon_slang,1,0,23,29
i gave my girl a burning trashcan the other night but i still haven't gotten all the coochie ash off my dick,burning trashcan,slang,lm_lexicon_slang,0,1,17,33
you better bring the heat on the fucking eightball,bring the heat,slang,lm_lexicon_slang,0,1,11,25
j'aime bizou - i love little kisses,bizou,slang,lm_lexicon_slang,1,0,7,12
"wow, aaron can really pound zone with that riza",riza,slang,lm_lexicon_slang,1,0,43,47
what do you think of that lady in the corner with the droopy eye steve? jbh mate,jbh,slang,lm_lexicon_slang,1,0,72,75
this party is b2yb (insert funny nick name here),b2yb,slang,lm_lexicon_slang,1,0,14,18
i used delphi but ported it to see just for the heck of it,delphi,slang,lm_lexicon_slang,1,0,7,13
"person 1: did you hear about daddy long leg person 2: yeah, he is my pimp daddy long leg: yeah, thats right little boy now go clean my cell",daddy long leg,slang,lm_lexicon_slang,0,1,29,43
"biiiiiiiitch, we're ballin' thru e-to in this bitch-ass impala we jacked, and nobody gives a shit",e-to,slang,lm_lexicon_slang,0,1,33,37
"did you see captain barlow on the x factor last night? -oooh yeah, he looked so good",captain barlow,slang,lm_lexicon_slang,0,1,12,26
*boy 1 types 8045 on a calculator and shows boy 2* boy 1: look,8045,slang,lm_lexicon_slang,1,0,13,17
"dude, i just pantsed nathan and i swear to god he had a biggie soft",biggie soft,slang,lm_lexicon_slang,0,1,56,67
i love burnsauce on my pizza,burnsauce,slang,lm_lexicon_slang,1,0,7,16
omg phear me *u die*,phear,slang,lm_lexicon_slang,1,0,4,9
heavy got the bootyflu and was stuck at home all day,bootyflu,slang,lm_lexicon_slang,1,0,14,22
devlir pwnt your face off,devlir,slang,lm_lexicon_slang,1,0,0,6
"hyrdochloric acid is not a base, therefore it is a debaser",debaser,slang,lm_lexicon_slang,1,0,51,58
i saw blego in the toilet and the plumber said that there was a buildup of solids in the pipes,blego,slang,lm_lexicon_slang,1,0,6,11
you'd need a lot of ropes to climb blowjob rock,blowjob rock,slang,lm_lexicon_slang,0,1,35,47
"""awww your amafect ""thanks sunshine""""",amafect,slang,lm_lexicon_slang,1,0,11,18
"well she bent down to get a quarter she dropped, and i went in for the score",score,slang,lm_lexicon_slang,1,0,71,76
